[00:00:00] 先试一下翻页笔热个场好吧，
[01:39:32] 因为那个时候我没有驾照，
[01:39:33] 于是我就坐在他桌上使劲体验我就。
[01:39:36] 哎呀，
[01:39:36] 逮着他的方向盘使劲摸，
[01:39:38] 使劲摸，
[01:39:39] 好像摸一下就能够摸500块钱走一样，
[01:39:42] 也是蹭一蹭他的方向盘，
[01:39:43] 你知道吗？
[01:39:44] 我真的羡慕嫉妒恨，
[01:39:46] 我都被他整变态了，
[01:39:47] 你知道吗？
[01:39:48] 结果的话呢，
[01:39:49] 后来呢，
[01:39:50] 大家知道中美关系不太好了。
[01:39:52] 咱们国家呢，
[01:39:54] 现在都在讲国产替代化哎。
[01:39:57] 现在中国人的话呢，
[01:39:58] 就不用美国的东西了，
[01:40:00] 特别是这种央企啊，
[01:40:02] 国企啊，
[01:40:02] 它是专门给电厂里面去供那种一些仪器设备的，
[01:40:06] 所以只要是美国的产品，
[01:40:08] 不管你便宜不便宜，
[01:40:09] 不管你贵不贵，
[01:40:10] 不管你性价比好。
[01:40:12] 好不好？
[01:40:12] 一个字给我滚，
[01:40:13] 所以的话呢，
[01:40:14] 他就没有业务了，
[01:40:15] 没有业务的话呢，
[01:40:16] 后来就离职了，
[01:40:17] 离职的话呢，
[01:40:18] 后来的话呢，
[01:40:19] 又去了其他公司，
[01:40:20] 又去了这个地方，
[01:40:21] 那个地方，
[01:40:22] 反正呢，
[01:40:23] 这几年。
[01:40:23] 他经常跟我沟通，
[01:40:25] 一直过得非常的压抑，
[01:40:27] 各位一直非常的压抑，
[01:40:28] 每天我自己卖多少克我不知道，
[01:40:31] 但是他天天数我的克卖了多少克？
[01:40:34] 啊，
[01:40:34] 今天卖了几个99，
[01:40:36] 他每天都给我发一下说啊，
[01:40:38] 东哥，
[01:40:38] 你今天又卖了几个99啊，
[01:40:40] 你又卖了几十几个99，
[01:40:42] 所以你看风水轮轮流转嘛。
[01:40:44] 但是今天哎呀，
[01:40:45] 北京市中考出成绩了，
[01:40:47] 你们知道出现了一个什么情况吗？
[01:40:50] 他的小孩上初三了。
[01:40:52] 他的小孩上初三了，
[01:40:53] 然后呢，
[01:40:54] 北京市考的成绩530分，
[01:40:57] 你们猜他小孩考了多少分，
[01:40:59] 你们知道吗？
[01:41:00] 他的小孩考了。
[01:41:01] 483分在全北京市啊，
[01:41:04] 700多名700多名，
[01:41:06] 然后呢，
[01:41:07] 就是全北京，
[01:41:08] 你们有没有同学知道北京市最好的？
[01:41:12] 高中是哪个高中？
[01:41:14] 哪位同学可以知道北京市最好的高中是人大附中，
[01:41:19] 就在我家旁边，
[01:41:20] 但是这个人大附中。
[01:41:22] 啊，
[01:41:22] 他不是说你买个学区房就能上的，
[01:41:25] 是要你考的能够去人大附中一个人大附中一年能够考200到300个。
[01:41:32] 清华北大轻轻松松，
[01:41:34] 这个是在海淀区哦，
[01:41:36] 北京教育最好的区就是海淀区，
[01:41:39] 你们猜整个朝阳区前几年。
[01:41:41] 一个朝阳区能够考上清华北大的，
[01:41:44] 有几个人？
[01:41:45] 有没有同学能够猜出来？
[01:41:47] 你们知道吗？
[01:41:48] 前几年一个朝阳区考上清华北大的。
[01:41:51] 有时候就是一个，
[01:41:53] 有时候就是两个，
[01:41:55] 然后人家一个海淀区的中国人民大学附中。
[01:41:59] 就能够考上200到300个，
[01:42:01] 你在人大附中学习不好的话，
[01:42:03] 老师就跟你说，
[01:42:04] 你不努力的话，
[01:42:05] 你将来上大学只能上隔壁上隔壁，
[01:42:07] 你知道是啥哪里吗？
[01:42:09] 也就是只能上人大，
[01:42:10] 只能上人大，
[01:42:11] 你是就就侮辱学生，
[01:42:13] 怎么侮辱说你不好好学习，
[01:42:15] 你将来就只能上人大，
[01:42:17] 你活该上人大。
[01:42:18] 是吧，
[01:42:19] 你就只配上人大就就人大附中老师就这样对学生说，
[01:42:23] 真的兄弟们，
[01:42:24] 然后的话呢？
[01:42:25] 这个就搞成这个样子，
[01:42:27] 结果他家小孩483，
[01:42:29] 你们知道今年人大附中考了多少分吗？
[01:42:31] 考了486分。
[01:42:33] 就能上人大附，
[01:42:34] 就差这三分，
[01:42:36] 但是正在悲伤的时候，
[01:42:38] 北京市幺零幺中学。
[01:42:41] 人家就直接给他打电话了，
[01:42:43] 说你来我们这边吧，
[01:42:45] 直接加入我们这边的实验班。
[01:42:47] 直接加入我们的这边实验班就是重点班，
[01:42:50] 北京幺零幺中学的实验班考清华北大的概率也非常的大。
[01:42:55] 兄弟们，
[01:42:55] 一家人开开心心，
[01:42:57] 上午出了成绩，
[01:42:58] 下午直接打电话签约，
[01:43:00] 直接去了幺零幺中学，
[01:43:02] 你们知道幺零幺中学是谁的母校吗？
[01:43:05] 我不方便说，
[01:43:06] 因为。
[01:43:06] 我的抖音会封号，
[01:43:08] 因为我们这个直播间也会封，
[01:43:10] 是很重要很重要的那个人的母校。
[01:43:13] 兄弟们，
[01:43:14] 就是幺零幺中学人家就去了各位，
[01:43:17] 然后我这个同学，
[01:43:19] 哎呀，
[01:43:19] 在这边说东哥，
[01:43:21] 他说我这几年的压抑。
[01:43:23] 随着儿子今天这个事情一落下，
[01:43:26] 我基本上来讲，
[01:43:27] 哎呀，
[01:43:28] 一下子就释放了。
[01:43:29] 我当时的话呢，
[01:43:31] 隔着屏幕在这边给他发微信，
[01:43:33] 各位我流泪了。
[01:43:34] 哎呀，
[01:43:35] 我流泪了，
[01:43:36] 我就想想我家的小孩，
[01:43:38] 哈哈，
[01:43:38] 我就想想我家的小孩，
[01:43:40] 我就跟他说，
[01:43:41] 哎呀，
[01:43:41] 我家小孩将来长大了，
[01:43:43] 要能像你家小孩一样，
[01:43:45] 我就幸福了。
[01:43:46] 各位同学们！
[01:43:48] 真的真的。
[01:43:51] 现在你们是儿子，
[01:43:53] 你们是女儿。
[01:43:55] 你们的父母为你担心，
[01:43:57] 然后呢？
[01:43:58] 将来呢？
[01:43:59] 你们也会有自己的儿子和女儿，
[01:44:02] 你们又会变成你们的父母。
[01:44:05] 各位。
[01:44:07] 我就跟他说了。
[01:44:11] 不要压抑。
[01:44:12] 你的话呢，
[01:44:13] 该爱陌生，
[01:44:14] 爱陌生，
[01:44:15] 美国的企业早晚会被中国企业搞倒闭。
[01:44:18] 你早晚会日落西山，
[01:44:19] 你早晚会就是退休，
[01:44:21] 但是今天这件事情对你儿子来讲，
[01:44:24] 他是新一轮五六点钟的太阳。
[01:44:27] 它是人生的当中一种接力，
[01:44:30] 它的意义比你一年多挣100万，
[01:44:33] 200万，
[01:44:33] 300万更有意义。
[01:44:35] 哎呀，
[01:44:35] 而且你知道吗？
[01:44:36] 我这个同学，
[01:44:37] 他的爸爸妈妈我都认识，
[01:44:39] 那个时候上高中的时候，
[01:44:40] 他的爸爸是领导，
[01:44:41] 他的妈妈是我们那边机关幼儿园的园长，
[01:44:44] 长得很年轻，
[01:44:45] 很漂亮。
[01:44:46] 后来我去他家，
[01:44:47] 现在他妈妈老了，
[01:44:49] 我都认不出来了，
[01:44:50] 各位，
[01:44:51] 但是今天孙子考上了，
[01:44:53] 特别开心。
[01:44:54] 兄弟们，
[01:44:54] 把这份好运传递给你们，
[01:44:57] 我希望大家也能够接好运吧。
[01:45:00] 行不行？
[01:45:00] 人生当中啊，
[01:45:02] 没有什么是圆满的事情，
[01:45:04] 如果你的父母或者你现在正在经历那样和这样的一些不开心，
[01:45:09] 就在经历这样或那样的一种压抑。
[01:45:12] 我也希望大家能够在自己的这种道路上，
[01:45:16] 道路上能够坚持的走下去，
[01:45:18] 能够坚持的拼下去。
[01:45:19] 拼它个柳暗花明，
[01:45:21] 拼它个上岸吧，
[01:45:23] 同学们把面试卷打在评论区好吧，
[01:45:27] 趁排名未定，
[01:45:28] 趁现在刚好。
[01:45:30] 只有坚持别人无法坚持的坚持，
[01:45:32] 才能拥有别人无法拥有的拥有天赋，
[01:45:35] 可以让一个人闪闪发光，
[01:45:38] 但是努力也能光荣与梦想千篇一律。
[01:45:41] 自律与忍耐，
[01:45:42] 万里挑一，
[01:45:42] 真正能让你走远的，
[01:45:44] 从来都是积极。
[01:45:45] 自律与勤奋，
[01:45:46] 没有醒不来的，
[01:45:47] 早上弄不懂的题目，
[01:45:49] 熬不过的迷茫，
[01:45:50] 只有你不敢追的梦。
[01:45:51] 你能够坠落深渊，
[01:45:53] 也同样可以重回你的位置，
[01:45:55] 熬得住就出中，
[01:45:56] 熬不住就出局，
[01:45:57] 你的心境还在，
[01:45:59] 所以没有理由停下。
[01:46:00] 祝愿大家梦想成真，
[01:46:03] 等我们灭世界，
[01:46:04] 同学们，
[01:46:05] 小爱同学，
[01:46:06] 我在播放一路生花。
[01:46:09] 好的，
[01:46:10] 小爱想陪你一起听会员歌曲，
[01:46:16] 文艺新的一路生花。
[01:46:33] 天上的晚霞像年少的狠话扑在天空，
[01:46:39] 等海鸥先走它。
[01:46:42] 遥远的散人风浪太大，
[01:46:47] 为梦再痛也不会害怕，
[01:46:52] 远走流沙去谁的。
[01:46:56] 天涯重天可分在哪？
[01:47:01] 一季度摊时间的手拂过了脸颊。
[01:47:08] 看不起沉默不说话。
