[00:00:00] 那是每一天刚好可以更从容，
[01:39:16] 好好的努力，
[01:39:18] 下节课见好吧。
[01:39:19] 另外呢，
[01:39:20] 不用再问刷题班什么时候上线了，
[01:39:22] 这个和大指纹无缝对接，
[01:39:24] 到时候会上线的，
[01:39:25] 我只是现在需要大家先把大指纹前几节课学好好了。
[01:39:28] 小爱同学嗯。
[01:39:31] 播放曲终人散。
[01:39:35] 好的，
[01:39:36] 小爱想陪你这首歌送给我的同学啊，
[01:39:40] 自作自受啊，
[01:39:41] 自作自受。
[01:39:44] 嗯。
[01:39:52] 嗯。
[01:39:59] 你让太阳渐渐把你套上的时候，
[01:40:05] 我察觉到你脸上复杂的笑容。
[01:40:10] 那缘分该是我赋予你的承诺，
[01:40:15] 现在我只能凝视着你。
[01:40:18] 我跟着所有人向你祝贺的时候，
[01:40:25] 只有你知道我多得了几杯酒。
[01:40:31] 我不能再看你多一眼都是痛，
[01:40:36] 其实知道爱你没有回头。
[01:40:41] 我终于知道曲终人散的寂寞，
[01:40:47] 只有伤心人。
