[00:00:00] 窗外的麻雀在电线杆上多嘴。
[01:45:04] 干哪方面给老师打在评论区，
[01:45:07] 你在考试的时候你就这样试，
[01:45:09] 你就想着哦，
[01:45:10] 把准把准咩呃，
[01:45:11] 谁来把准麦哦，
[01:45:13] 然后呢，
[01:45:13] 把准什么麦，
[01:45:14] 或者怎样把麦都是可以的。
[01:45:16] 大家听明白的话，
[01:45:18] 给老师打个一就是这三种方式，
[01:45:20] 你到考试的时候试一试也就可以了，
[01:45:23] 行吧？
[01:45:24] 就是怎么干，
[01:45:25] 谁来干干哪方面啊？
[01:45:26] 怎么干？
[01:45:27] 谁来干？
[01:45:28] 干哪个方面？
[01:45:29] 大家把这个记下来啊，
[01:45:30] 好了，
[01:45:31] 我要求大家看一下材料，
[01:45:33] 二把准门依然是把准哪个方面的门？
[01:45:36] 或者把什么麦大家抓紧时间给老师看一下，
[01:45:40] 高频词，
[01:45:41] 我看有没有同学能够直接给老师读出来？
[01:45:45] 这个题目作为一个配套的练习，
[01:45:47] 哪位同学能够看出来在材料二当中有没有出现哪个高频词？
[01:45:52] 你会发现是不是有一个文化是吧？
[01:45:55] 那么你会发现是不是有一个文化？
[01:45:59] 哎，
[01:45:59] 我觉得就是文化。
[01:46:01] 好，
[01:46:01] 我们再带着大家看下面还有没有文化呢？
[01:46:05] 你会发现还有文化，
[01:46:06] 还有文化，
[01:46:07] 你会发现还有文化，
[01:46:09] 你会发现还有文化。
[01:46:10] 你会发现还有文化，
[01:46:12] 这就叫高频词，
[01:46:13] 很多同学呢，
[01:46:14] 你考试的时候就这样脑子记记住断首句断尾句高频词关键词关键词主体你。
[01:46:20] 绝对能够找出来的，
[01:46:22] 找不出来你就来找东哥，
[01:46:23] 把准文化之门，
[01:46:25] 开好传承处方。
[01:46:26] 好，
[01:46:26] 大家再来看一下，
[01:46:28] 还有哪个词？
[01:46:29] 这一段如果大家非要找的话，
[01:46:32] 你们觉得通过第一个自然段，
[01:46:35] 我们大概率。
[01:46:36] 第一个自然段，
[01:46:37] 它是一个总结段，
[01:46:39] 即使不看下面，
[01:46:41] 我们大概率能不能给老师找出一个高频词？
[01:46:45] 各位，
[01:46:45] 我反复跟你说了，
[01:46:47] 就是。
[01:46:47] 找哪个词你会发现它就是在说一个安全，
[01:46:51] 它就是在说一个安全，
[01:46:53] 那就是把准安全之门可不可以？
[01:46:56] 完全是没有问题的，
[01:46:58] 后面它是一个基本情况，
[01:47:00] 举例说明了，
[01:47:01] 我看都不细看，
[01:47:02] 没问题，
[01:47:03] 所以大家这时候一起写，
[01:47:05] 把准安全之门，
[01:47:06] 开好发展厨方。
[01:47:08] 听明白的话，
[01:47:09] 给老师打个一。
[01:47:10] 这一个山东的材料，
[01:47:12] 我只想给大家说，
[01:47:13] 有的时候我们可以写成叫干哪方面，
[01:47:17] 大家把干哪方面再写一次。
[01:47:20] 啊，
[01:47:20] 在哪方面再写一次？
[01:47:22] 那我问大家一下，
[01:47:24] 如果我不用这种表述，
[01:47:26] 我就写打准麦开准方需要在安全上。
[01:47:29] 下功夫，
[01:47:30] 大家觉得可以的话，
[01:47:32] 给老师打飞机，
[01:47:34] 把准们开准方需要在文化上求谋突破。
[01:47:38] 可以的话，
[01:47:39] 给老师打分啊，
[01:47:40] 把准们开转方需要在民生问题上动真格也可以吧，
[01:47:45] 所以你会发现这个题目用干哪方面？
[01:47:49] 他能够自圆其说，
[01:47:50] 他用干哪方面能够自圆其说，
[01:47:53] 用怎么干也可以自圆其说，
[01:47:56] 就是怎么干，
[01:47:57] 需要在民生上求突破，
[01:47:59] 需要在文化上动真格，
[01:48:01] 需要在。
[01:48:02] 那么安全上啊，
[01:48:03] 见实效大家都是可以的，
[01:48:05] 只要大家自圆其说，
[01:48:07] 把这个词踩中了，
[01:48:08] 你就可以拿分了，
[01:48:09] 我讲清楚了吗？
[01:48:11] 同学们，
[01:48:11] 我讲清楚了吧？
[01:48:12] 这个题目我只是想给大家拓展一种思路，
[01:48:15] 有的时候干哪方面也是没有问题的好吧。
[01:48:19] 好，
[01:48:19] 这个就是我们的三个分论点。
[01:48:23] 最后再带着大家看一个题目啊，
[01:48:26] 马上就结课了，
[01:48:27] 大家来看一下这个题目，
[01:48:29] 我们应该怎么把它搞定？
[01:48:31] 这个题目大家看。
[01:48:33] 如果单看题目的话，
[01:48:35] 你觉得它是单主题还是双主题还是多主题？
[01:48:40] 同学们，
[01:48:41] 如果单看这个题目，
[01:48:42] 我我问大家一下单主题双主题还是多主题，
[01:48:46] 各位单看题目有两个词，
[01:48:48] 我还真觉得它是一个双。
[01:48:50] 双主题，
[01:48:51] 但是你就记住了。
[01:48:53] 他前面又给了我们一句话。
[01:48:56] 我们这句话在考试的时候要不要看他为什么要给我们你们印这个答案都是很多人员给你们印出来的，
[01:49:04] 要浪费很多纸，
[01:49:05] 要浪费很多笔墨。
[01:49:07] 才他不会给你废话的，
[01:49:09] 好了，
[01:49:09] 我们先把前面看一下，
[01:49:12] 后面讲的是流动于心生。
[01:49:14] 题目就是总论点。
[01:49:16] 好了，
[01:49:17] 大家看大河奔流不息，
[01:49:19] 在流动中焕发生机。
[01:49:22] 请问大家下，
[01:49:23] 这里面的流动和生机，
[01:49:25] 这个流动是代表对策，
[01:49:27] 生机是代表影响，
[01:49:29] 你们同意我这个观点的话，
[01:49:32] 给老师打飞机。
[01:49:33] 这个流动就和这个流动是一致的，
[01:49:36] 这个生机就和这个新生是一致的，
[01:49:40] 这个流动是指的对策，
[01:49:42] 这个生机是指的影响。
[01:49:44] 所以这个时候大家觉得它俩还是不是并列的关系。
[01:49:49] 是吗？
[01:49:50] 各位，
[01:49:50] 我觉得不是了，
[01:49:52] 我觉得它就是对策加影响的关系了，
[01:49:56] 对策加影响的关系，
[01:49:58] 请问是单主题？
[01:50:00] 是双主题，
[01:50:01] 是多主题。
[01:50:02] 是不是最好把它写成单主题啊，
[01:50:04] 所以的话大家别着急哎，
[01:50:07] 有可能我们审题失误，
[01:50:09] 再来看一下。
[01:50:10] 第二句话。
[01:50:11] 请问大家一下第二句话，
[01:50:14] 这个流动。
[01:50:15] 请问一下，
[01:50:16] 是在说哪个流动？
[01:50:18] 各位，
[01:50:19] 你会发现经济发展的动脉纵横交错，
[01:50:23] 这个动脉和这个流动是不是一个意思是吧？
[01:50:28] 还有一个发展机遇和新生，
[01:50:30] 是不是一个意思？
[01:50:32] 那么这个依然是在说对策，
[01:50:34] 这个依然是在说影响。
[01:50:36] 好了，
[01:50:36] 产业转型升级就是在说对策流动。
[01:50:40] 从东部流动到西部，
[01:50:42] 迸发出新的活力依然是在说新生。
[01:50:45] 所以请问大家下，
[01:50:47] 我这个时候判断这个题目，
[01:50:50] 它应该是单主题的，
[01:50:52] 而且这个题目的分论点。
[01:50:54] 是通过材料找，
[01:50:55] 还是通过题干找同学们认真的告诉我一下，
[01:51:00] 做出你们的选择，
[01:51:02] 是通过题干找。
[01:51:03] 还是通过材料找各位这个记住了题，
[01:51:07] 干它绝大多数情况，
[01:51:09] 除了那个互补的那个题，
[01:51:12] 绝大多数情况是。
[01:51:14] 第一位的优先级是最靠前的。
[01:51:16] 好了，
[01:51:17] 我现在问大家一下，
[01:51:19] 这个题目一共是几个分论点，
[01:51:21] 你们如果只看题干的话。
[01:51:24] 能不能告诉我是不是一共是第一个分论点，
[01:51:28] 一共是第二个分论点，
[01:51:30] 一共是第三个分论点，
[01:51:32] 大家同意吗？
[01:51:33] 好了，
[01:51:34] 第一个分论点，
[01:51:35] 大家觉得应该怎么写？
[01:51:36] 这个流动在第一个分类点当中是谁在流动？
[01:51:40] 哪方面在流动？
[01:51:42] 怎么流动？
[01:51:44] 是不是指的河水流动啊？
[01:51:47] OK，
[01:51:48] 河水流动，
[01:51:49] 它有什么影响？
[01:51:50] 它可以焕发生机，
[01:51:53] 所以大家一起写带来。
[01:51:56] 发展。
[01:52:00] 新生机一起把它搞定。
[01:52:03] 好了，
[01:52:04] 第二个流动，
[01:52:05] 请问大家一下是指的什么流动？
[01:52:08] 桥梁路网，
[01:52:09] 大家觉得是保留桥梁还是保留路网？
[01:52:12] 哪位同学可以告诉我是保留桥梁还是保留路网？
[01:52:17] 大家一起写，
[01:52:19] 我要保留路网，
[01:52:20] 所以大家一起写路网流动。
[01:52:24] 好了，
[01:52:24] 路网流动，
[01:52:25] 它有什么好处？
[01:52:27] 它能够有发展的机遇，
[01:52:29] 我尽量用关键词创造。
[01:52:32] 发展。
[01:52:34] 新机遇，
[01:52:34] 大家一起把它写下来。
[01:52:37] 好，
[01:52:37] 我再接着给大家一起往下走，
[01:52:41] 大家来看一下这个，
[01:52:43] 请问应该说谁的流动？
[01:52:45] 大家一起写产业流动。
[01:52:49] 产业流动，
[01:52:50] 产业流动，
[01:52:51] 它会释放新的动能，
[01:52:53] 所以大家一起写激荡。
[01:52:57] 发展。
[01:53:00] 新动能一起把它搞定，
[01:53:02] 激荡发展。
[01:53:03] 新动能一起把它搞定好了，
[01:53:06] 这三个分论点也就出来了。
[01:53:09] 现在听明白了吗？
[01:53:11] 记住了哈，
[01:53:11] 在考试的时候，
[01:53:13] 他题目绝对不会给你随便出的，
[01:53:15] 他前面给你的这些话一定要认真看。
[01:53:18] 你一定要看到它有一种伪双主题，
[01:53:22] 表面上看起来像双主题，
[01:53:24] 但实际上它本质上还是单主题，
[01:53:27] 前面是在说对策。
[01:53:29] 后面是在说影响你要结合前面的这种东西，
[01:53:33] 综合判定一下，
[01:53:34] 现在觉得可以的话，
[01:53:35] 给老师打个过。
[01:53:37] 这个题目也就给大家过了啊，
[01:53:40] 另外一个大家来看一下，
[01:53:42] 这是他这个题目对应给的四则材料。
[01:53:45] 这是也就是可以从其他小题当中出，
[01:53:49] 你从其他小题一定要想到你的目标，
[01:53:52] 还是在说流动。
[01:53:53] 和新生。
[01:53:55] 然后呢？
[01:53:56] 你的每一个小题和流动新生，
[01:53:58] 看看能不能发生关联，
[01:54:00] 大家看这里面玉林湖大桥。
[01:54:03] 大桥大概率能够和流动发生关联，
[01:54:06] 大桥往往指的是什么？
[01:54:08] 哪位同学可以告诉我？
[01:54:10] 是不是就是指的桥梁路网啊？
[01:54:13] 你会发现完美匹配另外一个，
[01:54:15] 大家再看窑洞，
[01:54:17] 大家觉得窑洞能够流动吗？
[01:54:20] 窑洞我觉得不能够流动，
[01:54:22] 那就别再出了好了，
[01:54:24] 大家看第三个是在说什么，
[01:54:26] 是在说凤凰河河水可以流动吗？
[01:54:29] 当然可以，
[01:54:30] 又和题目匹配上去了。
[01:54:32] 好了，
[01:54:33] 第四个和流动结合起来，
[01:54:35] 你们觉得它从m市到m市是在说什么流动？
[01:54:40] 哇，
[01:54:40] 是在说产业流动，
[01:54:42] 你看又匹配起来了，
[01:54:44] 所以大家在考试的时候也可以。
[01:54:47] 这个前面的小题不一定都能够用，
[01:54:50] 但是如果一旦用上去的话，
[01:54:52] 就非常的精准，
[01:54:53] 非常的匹配，
[01:54:54] 现在听明白了吗？
[01:54:55] 各位，
[01:54:55] 你们觉得可以过的话，
[01:54:57] 给老师打个过，
[01:54:58] 这是第一个分论点好了，
[01:55:00] 我问大家一下，
[01:55:01] 这三组词可不可以作为一些万能的影响，
[01:55:04] 比如说刚才脉动的力量？
[01:55:06] 刚才把准麦开准方可不可以作为万能的音响也是可以的啊？
[01:55:11] 也是可以的。
[01:55:13] 好了，
[01:55:13] 马上就结束了哈，
[01:55:15] 大家别着急，
[01:55:16] 大家来看一下，
[01:55:17] 在考试的时候有一种体型，
[01:55:19] 再拖五分钟也就结束了，
[01:55:21] 在考试的时候有一种体型非常的特殊。
[01:55:24] 这种题型大家告诉我，
[01:55:26] 这个题目你们告诉我在考试的时候它是什么题？
[01:55:30] 这个题目当时绝大多数同学都跑题了，
[01:55:34] 请问很多同学考试的时候写出来的分论点？
[01:55:38] 啊，
[01:55:39] 总论分论点写，
[01:55:40] 这是第一个分论点。
[01:55:41] 然后呢，
[01:55:42] 各位就直接崩盘了，
[01:55:44] 他就直接写投入自己领域，
[01:55:47] 那么打造美好生活也就结束了。
[01:55:51] 但是大家我问大家一下，
[01:55:52] 你们觉得在考试的时候这样写可以吗？
[01:55:55] 这样写可以吗？
[01:55:56] 各位这样写的话，
[01:55:58] 你就等着崩盘吧，
[01:55:59] 各位有的时候一定要看一下这句完整的话，
[01:56:03] 这个题目是国考当中当时出事故比较多的。
[01:56:07] 单看题目，
[01:56:07] 你永远是做不对的，
[01:56:09] 记住了，
[01:56:10] 它有的时候会把最重要的词给你漏掉，
[01:56:13] 所以一定回回归到出处。
[01:56:15] 这个题目讲出来，
[01:56:16] 就是让大家想回归出处，
[01:56:18] 大家把在你的讲义上给我打下来四个字，
[01:56:22] 叫回归出处。
[01:56:23] 回归出处，
[01:56:24] 大家看这个出处就是这句话，
[01:56:27] 哎，
[01:56:28] 你看这个命题人多坏，
[01:56:30] 同学们。
[01:56:31] 他就给我们后面的这句话，
[01:56:33] 他把前面的这句话省略掉了，
[01:56:36] 请问大家一下告诉我一下。
[01:56:39] 那就是。
[01:56:40] 看到是你，
[01:56:41] 如果想到一个数学的符号，
[01:56:44] 这个数学的符号应该是哪个符号？
[01:56:47] 有没有同学能够告诉我？
[01:56:49] 哎，
[01:56:50] 是不是就是在说等于啊？
[01:56:53] 所以这个题目如果写标题的话，
[01:56:57] 前半句写对策，
[01:56:59] 后半句写影响。
[01:57:02] 请问大家一下对策是在说哪个对策承担共同责任，
[01:57:07] 大家一起写下来。
[01:57:09] 承担。
[01:57:12] 共同。
[01:57:15] 责任就可以成为我们的总论点了，
[01:57:18] 现在大家清晰的话，
[01:57:20] 给老师打飞机好了，
[01:57:21] 你把这个写出来的话。
[01:57:24] 剩下的我们就是要找分论点，
[01:57:26] 大家觉得这两句话它本质上是什么逻辑关系，
[01:57:30] 哪位同学能够给老师直接看出来？
[01:57:33] 是不是一个总还有一个分的逻辑关系啊？
[01:57:37] 总分的逻辑关系啊，
[01:57:39] 等于嘛，
[01:57:40] 等于它肯定是总分。
[01:57:42] 然后这就是第一个分类点，
[01:57:44] 这就是第二个分类点，
[01:57:46] 这个默默付出是第三个分类点，
[01:57:48] 稳步前行是第四个分类点。
[01:57:50] 能够听明白的话，
[01:57:51] 给老师打飞机。
[01:57:53] 所以，
[01:57:53] 承担共同责任，
[01:57:55] 大家一起写专注。
[01:57:58] 投入。
[01:58:00] 是及时一起把它搞定。
[01:58:04] 好了，
[01:58:05] 下面再一起写。
[01:58:07] 打磨。
[01:58:09] 还有一个修补。
[01:58:13] 是关键一起把它写下来。
[01:58:18] 请问大家一下还有没有？
[01:58:20] 大家一起写，
[01:58:22] 默默付出。
[01:58:23] 默默。
[01:58:25] 付出。
[01:58:27] 是保障一起把它搞定。
[01:58:32] 好再一起写最后一个，
[01:58:35] 把稳步前行也踩中了稳步。
[01:58:39] 前行。
[01:58:42] 是核心现在能够听明白的话，
[01:58:46] 给老师打个一，
[01:58:47] 我现在问大家一下，
[01:58:49] 如果我不讲的话。
[01:58:51] 你们在考试的时候，
[01:58:53] 这个题目能不能找准总论点分论点，
[01:58:56] 能找准的话就给老师敲个一找，
[01:58:58] 不准的话就给老师敲个二。
[01:59:00] 我给大家说一下，
[01:59:02] 为什么国考能够考到60分，
[01:59:04] 绝大多数岗位都能够进面，
[01:59:07] 就是因为大指纹每年有百分之50到70%的人跑题。
[01:59:12] 我真的不是吓唬你，
[01:59:13] 所以你一定要好好的把这些东西认真体会一下，
[01:59:17] 我基本上把所有的可能性都给你找出来了，
[01:59:20] 他不会超出我给你讲的这些范围，
[01:59:22] 如果超出我的研发。
[01:59:24] 你们可以来推课行吗？
[01:59:25] 同学们，
[01:59:26] 各位，
[01:59:26] 你一定要把它给我搞定啊，
[01:59:28] 多把这些杰哥的题目给我复一下盘。
[01:59:31] 行吗？
[01:59:33] 好了。
[01:59:35] 大家觉得可以过的话，
[01:59:36] 给老师打个过。
[01:59:38] 各位，
[01:59:38] 你会发现后面的这几个小题，
[01:59:40] 他和他没有关系和承担共同责任没有关系，
[01:59:44] 咱们就不需要瞎写了。
[01:59:46] 好吧，
[01:59:46] 这就是我们的四个分论点啊，
[01:59:49] 认真的把它看一下也就可以了，
[01:59:52] 当然你后面。
[01:59:53] 自己加影响，
[01:59:54] 我就不管你了，
[01:59:55] 随便加好不好？
[01:59:56] 好了，
[01:59:57] 这节课呢，
[01:59:58] 也就给大家讲到这了，
[02:00:00] 大家觉得可以吗？
[02:00:01] 可以的话，
[02:00:02] 给老师打飞机，
[02:00:03] 各位好久都没有给你们讲故事了哈，
[02:00:06] 最近的话呢，
[02:00:07] 给大家分享一下我们家两个亲戚的故事啊。
[02:00:10] 我们家有两个亲戚。
[02:00:12] 这两个亲戚的话呢，
[02:00:14] 在山东啊，
[02:00:15] 参加考试呢，
[02:00:17] 一个当时考了一个460分。
[02:00:20] 还有一个的话呢，
[02:00:22] 考了个400分，
[02:00:23] 这个460分的是文化类的，
[02:00:25] 这个400多分的话呢，
[02:00:27] 是一个学音乐的。
[02:00:29] 后来呢，
[02:00:30] 他们高考报志愿呢，
[02:00:31] 就找我，
[02:00:32] 你们知道找我干什么吗？
[02:00:34] 找我就是给他们指导一下报什么志愿。
[02:00:37] 哦，
[02:00:37] 我当时跟他说你想报什么大学，
[02:00:40] 他说哎呀，
[02:00:41] 他说。
[02:00:42] 哎呀，
[02:00:42] 我就想上一个，
[02:00:43] 就是我这个分数呢，
[02:00:45] 上不了什么好大学，
[02:00:46] 他说你说什么叫好大学呢，
[02:00:49] 我说好大学，
[02:00:50] 一般大学的名字越短。
[02:00:51] 大学就大概率差不了，
[02:00:53] 大家有这种感觉的话，
[02:00:55] 给老师打个机啊，
[02:00:57] 你们可以把你们大学的名字。
[02:00:59] 就是大约几个字桥在评论区啊，
[02:01:01] 他说那什么大学的名字短呢，
[02:01:04] 我说一般四个字的大学都还差不多。
[02:01:06] 啊，
[02:01:07] 他说呢，
[02:01:07] 那那都那那我460分，
[02:01:10] 我这个四四个字的大学我上不了啊。
[02:01:13] 你知道在山东分数很高的，
[02:01:16] 后来的话呢，
[02:01:16] 我就给他查了一个大学，
[02:01:18] 这个大学的名字叫喀什大学。
[02:01:21] 有没有同学知道这个学校叫喀什大学？
[02:01:24] 哎呀，
[02:01:24] 各位，
[02:01:25] 后来的话呢，
[02:01:26] 他就为了这个名字，
[02:01:28] 真的去了喀什大学。
[02:01:29] 去了喀什大学呢，
[02:01:31] 在那边的话呢，
[02:01:32] 就是有点抑郁了，
[02:01:33] 因为新疆那边的话呢，
[02:01:35] 你会发现非常偏远，
[02:01:36] 另外那个可能呢，
[02:01:38] 有学校的管理啊，
[02:01:39] 也非常的严格。
[02:01:40] 他有点受不了，
[02:01:41] 后来我就给他打了一个电话，
[02:01:44] 你知道我跟他说什么吗？
[02:01:46] 我说你不要觉得喀什大学配不上你，
[02:01:49] 喀什大学如果不是在新疆的话。
[02:01:51] 你这个460分根本就没有资格摸到喀什大学的门，
[02:01:56] 所以没有什么配不上你的，
[02:01:58] 在那边好好的跟着喀什大学学习。
[02:02:01] 好好的享受大学四年的时光，
[02:02:03] 该谈恋爱谈恋爱，
[02:02:05] 该玩的玩也就行了，
[02:02:06] 我打电话把他骂了一顿。
[02:02:08] 骂了一顿之后呢，
[02:02:09] 后来呢，
[02:02:10] 一年没跟我联系了，
[02:02:11] 哎呀，
[02:02:12] 那天的话呢，
[02:02:13] 北京下着大雪，
[02:02:14] 我有时候就想啊，
[02:02:15] 我把我的亲戚送到了新疆了，
[02:02:18] 我又把他骂了一顿，
[02:02:19] 我觉得他是不是这一年多抑郁了呢？
[02:02:22] 于是我就给他打了一个电话。
[02:02:24] 我说你在干什么呢？
[02:02:26] 他说叔，
[02:02:27] 他说我在打雪仗呢。
[02:02:29] 他是在打雪仗。
[02:02:31] 哎呦，
[02:02:32] 当时说的那个话特别开心，
[02:02:35] 你知道吧，
[02:02:35] 说我在打雪仗呢，
[02:02:37] 哎呀，
[02:02:38] 整个那种抑郁全部就没了，
[02:02:40] 我感觉就非常的开心啊。
[02:02:42] 后来呢，
[02:02:43] 我就在我们家人群里边专门给他总结了一个精神，
[02:02:48] 叫喀什精神。
[02:02:49] 他在喀什大学呢，
[02:02:51] 学法律专业。
[02:02:53] 学习呢，
[02:02:54] 也一般，
[02:02:54] 但是自从我把他骂了一顿之后，
[02:02:57] 他就非常喜欢他的母校了，
[02:02:59] 后来呢，
[02:03:00] 他大四要毕业的时候，
[02:03:01] 你们知道。
[02:03:02] 就是找工作，
[02:03:03] 找工作的话呢，
[02:03:04] 一直找不着，
[02:03:05] 找不着的话呢，
[02:03:06] 我说你别着急，
[02:03:07] 你看看你们学校就业指导中心的官方网站上。
[02:03:10] 很多单位都会在上面招人的，
[02:03:12] 有一天的话呢，
[02:03:13] 有一个单位比较神秘，
[02:03:15] 我不方便说那个单位的名字在他们学校的就业指导中心的网站上。
[02:03:20] 说了一下，
[02:03:21] 可以参加国考，
[02:03:22] 但是呢，
[02:03:23] 需要提前进行一个审查，
[02:03:25] 需要提前呢，
[02:03:26] 进行一个确认，
[02:03:27] 他把那个招聘简章。
[02:03:29] 发给我，
[02:03:29] 我一看我就懂了，
[02:03:31] 我就知道那个单位是干什么的，
[02:03:33] 然后呢，
[02:03:34] 我不方便说，
[02:03:35] 他说说他说这个单位是干什么的，
[02:03:37] 我说抓紧时间给这个李老师打电话，
[02:03:40] 你就说你特别。
[02:03:41] 想为国奉献，
[02:03:42] 然后呢？
[02:03:43] 想去这个单位工作，
[02:03:44] 就听了我的话，
[02:03:46] 然后就去报名了，
[02:03:47] 报名的时候呢？
[02:03:48] 这个单位呢？
[02:03:49] 既可以。
[02:03:50] 在乌鲁木齐工作，
[02:03:51] 又可以在偏远的城市工作，
[02:03:54] 他问我去哪里，
[02:03:55] 我说你就记住了，
[02:03:57] 咱460分咱不挑。
[02:03:59] 咱就去到基层，
[02:04:00] 去到祖国和人民最需要我们的地方去，
[02:04:03] 所以呢，
[02:04:04] 我当时就给他选了新疆最偏的一个城市，
[02:04:07] 我就不方便说哪个城市了，
[02:04:09] 因为他的单位比较特殊。
[02:04:11] 各位，
[02:04:12] 后来的话呢，
[02:04:13] 他就去了这个城市，
[02:04:14] 你们知道后来国考他考了多少分吗？
[02:04:17] 大家知不知道他国考考了多少分吗？
[02:04:19] 他非常的颓废，
[02:04:20] 没事就喜欢打雪仗，
[02:04:22] 还有打游戏，
[02:04:22] 也不想好好学习。
[02:04:24] 各位最后考了多少分吧？
[02:04:26] 最后考了106分，
[02:04:28] 哈哈哈，
[02:04:29] 申论的话呢，
[02:04:30] 跟我考了62分啊，
[02:04:32] 行测的话呢，
[02:04:33] 考了一个。
[02:04:34] 44分啊，
[02:04:35] 申论62分，
[02:04:36] 其实挺高的啊，
[02:04:37] 但行测的44分，
[02:04:39] 基本上我我我有时候看见你们行测，
[02:04:42] 说实话，
[02:04:42] 考40多分，
[02:04:43] 我不能够理解你们，
[02:04:45] 因为你们那个行测的。
[02:04:46] 40多分，
[02:04:47] 你说我瞎猜，
[02:04:48] 我都有可能猜40多是吧？
[02:04:50] 但是最后顺利上岸，
[02:04:52] 为什么？
[02:04:53] 因为别人不愿意去的地方，
[02:04:55] 咱愿意去，
[02:04:56] 别人不愿意啊那个。
[02:04:57] 服务的呃，
[02:04:58] 做干的事情咱愿意干，
[02:05:00] 所以咱就去了。
[02:05:02] 那么接着呢，
[02:05:03] 我又把我们家另外一个亲戚学音乐的也送到了喀什大学。
[02:05:09] 哎，
[02:05:09] 他比他晚一年毕业，
[02:05:11] 也就是今年毕业，
[02:05:12] 你们知道他今年毕业，
[02:05:14] 然后呢？
[02:05:15] 6月5号，
[02:05:16] 喀什大学的毕业生。
[02:05:18] 就是全部都离校了，
[02:05:19] 就他还没有离校，
[02:05:21] 你们知道为什么他没有离校吗？
[02:05:23] 同学们，
[02:05:24] 你们能不能知道？
[02:05:25] 是因为我跟他说一定尽量的留在新疆，
[02:05:28] 我说你一个高考400分的学生，
[02:05:31] 而且你学音乐的，
[02:05:33] 你回到山东，
[02:05:34] 你根本就不可能找到工作，
[02:05:36] 你连送外卖。
[02:05:37] 你都送不过别人，
[02:05:38] 所以你就留在新疆，
[02:05:39] 你就看看你们学校的官方就业网站上有什么招聘的信息，
[02:05:44] 有你公务员，
[02:05:45] 你肯定考不上，
[02:05:46] 你就考个事业编也行啊。
[02:05:47] 各位，
[02:05:48] 所以6月5号他们班的同学都走了，
[02:05:51] 他就一直给我打电话说说说，
[02:05:54] 俺老师叫俺走了呢，
[02:05:56] 宿舍里面都不叫俺留下来了呀说。
[02:05:59] 说然后你说我要不要走，
[02:06:02] 我说不要走你的6月5号，
[02:06:04] 同学们都走了，
[02:06:05] 他们坚持不下去了，
[02:06:07] 如果万一有一个招聘。
[02:06:09] 就有可能把你给聘进去了，
[02:06:11] 好吧，
[02:06:12] 这时候你就没有竞争对手了，
[02:06:14] 他们就非战斗性减员，
[02:06:16] 就想写申论小结，
[02:06:17] 他们不写总括词，
[02:06:18] 闲置词一样。
[02:06:20] 各位，
[02:06:21] 你们猜最后怎么样？
[02:06:23] 6月5号学校集体清退，
[02:06:25] 到了6月10号哎。
[02:06:27] 就这个时候出了一个招聘的简章，
[02:06:29] 哎，
[02:06:30] 招聘的简章呢，
[02:06:31] 就说有一个事业单位招聘这个事业单位招聘的这个岗位呢，
[02:06:36] 就是专门搞那种。
[02:06:37] 下乡演出的啊，
[02:06:38] 就类似于那种我就是文化局啊，
[02:06:41] 或者歌舞团啊，
[02:06:43] 哎呦，
[02:06:43] 我说这个不就完全适合你吗？
[02:06:46] 干说别人不去，
[02:06:47] 咱去我说你天天唱歌，
[02:06:49] 你这个给少数民族给新疆的同胞都能带来欢乐，
[02:06:54] 多好啊，
[02:06:55] 而且你在祖国新疆160万平方公里上。
[02:06:59] 你的歌声，
[02:07:00] 你的钢琴是吧？
[02:07:01] 你的萨克斯能够飘荡在祖国的大西北的大好河山上，
[02:07:06] 这不是我们家族的骄傲吗？
[02:07:09] 你坚持下去，
[02:07:11] 所以从笔试。
[02:07:12] 然后一直到面试，
[02:07:14] 我就亲自给他辅导，
[02:07:16] 哎呀，
[02:07:17] 昨天的跟我说下周二就体检了，
[02:07:20] 哎呀，
[02:07:20] 兄弟们。
[02:07:21] 这个体检了，
[02:07:22] 下周二啊，
[02:07:23] 就就是昨啊，
[02:07:24] 今天星期，
[02:07:25] 今天星期几啊，
[02:07:26] 今天星期几啊，
[02:07:27] 同学们哎，
[02:07:28] 昨不是不是昨天昨天就体检了，
[02:07:31] 我我细说了，
[02:07:32] 今天星期三了。
[02:07:33] 各位就是直接就搞定了，
[02:07:35] 你们知道他搞的这个事业编一个月多少钱吗？
[02:07:39] 就在新疆扣完了五险一金之后，
[02:07:42] 大家知道。
[02:07:43] 多少钱？
[02:07:44] 有哪个同学告诉我一个月在新疆扣完了五险一金6000块6000多块钱。
[02:07:50] 各位多好啊。
[02:07:52] 这不比送外卖强多了。
[02:07:54] 啊，
[02:07:55] 你一个高考400分的学生，
[02:07:57] 你要啥自行车，
[02:07:58] 我对我家里的人真的，
[02:08:00] 我家里我这个家族吧。
[02:08:02] 就是特别是我姨，
[02:08:04] 还有我姑那边的那些家人的话呢，
[02:08:06] 就智商都不太行，
[02:08:07] 然后呢，
[02:08:08] 一般来讲的话呢，
[02:08:09] 学习又不太好啊，
[02:08:10] 高考都是三四百分的，
[02:08:12] 你知道我把他们都送到哪里去了吗？
[02:08:15] 同学们，
[02:08:15] 你们猜猜我把他们送到哪里去了？
[02:08:18] 我们家的人全部被我送到新疆和西藏去了，
[02:08:22] 各位，
[02:08:22] 所以都是异地公，
[02:08:24] 异地公务员，
[02:08:25] 异地事业编，
